epoch,max,min,avg
143.0,2.835793735864039,1.5867409010091802,2.2377770826793624
144.0,3.3579674899337766,1.5143984521300742,2.3862650027400947
145.0,2.842470321299032,1.7573023076876237,2.3046837738807318
146.0,3.0360544414840906,1.2705420592821424,2.293949668168996
147.0,2.9355665296352167,1.6660904683053321,2.3388002214938166
148.0,3.002814720868367,1.440583860260906,2.3982113277011754
149.0,3.1801045212272783,1.4347849374370247,2.2875264609597954
150.0,3.4146359309082155,1.3092369662341372,2.5009515993885922
151.0,3.0373112749410107,1.6431340967436565,2.5404298092116315
152.0,3.5610929688698905,1.5321133573590349,2.1167078491391704
153.0,3.0526178475640546,1.4883098449362961,2.3399036702699934
154.0,3.158001102362761,1.4894538325146252,2.4517750450865727
155.0,3.2275594505785703,1.6640775438085393,2.348293917486681
156.0,2.9293697744379465,1.709529210026574,2.302791348129707
157.0,3.2666622868982134,1.5425664063291347,2.289732598245049
158.0,3.2898834001465853,1.4911421864267678,2.2594764574399093
159.0,3.1720562962927668,1.4913795240994003,2.3676504653535404
160.0,3.3850558201118983,1.6100729012421933,2.294115372645602
161.0,3.461300798555164,1.4440976372517675,2.450219132975217
162.0,3.252534318371983,1.5235228685766584,2.3210109395864507
163.0,2.9193329386211766,1.606368209704592,2.300091274478241
164.0,2.8040259811079267,1.5737194850347773,2.224580069354665
165.0,3.5943191741020137,1.4311370172008562,2.3707752816981107
166.0,3.172218642387738,1.4337309478052638,2.4124287961056234
167.0,2.97818005281782,1.4517903094771125,2.1697326248621205
168.0,3.0239542832425745,1.5603253299209339,2.3875680683803098
169.0,2.802966256468298,1.461919607433539,2.1533762251304926
170.0,3.086760515004322,1.6359086319235414,2.24486744152492
171.0,3.060786332218664,1.6947484638293246,2.269071335912707
172.0,3.221532711343144,1.615187361746851,2.3927977351144176
173.0,3.2259668719488013,1.7413101381978877,2.3912604524316774
174.0,3.3384887088060795,1.6720329281379926,2.2804748992880937
175.0,3.0634055842311403,1.6306207722162755,2.3338616383233615
176.0,2.8195387182985048,1.5505030307980032,2.2448669475669822
177.0,3.1786462827045976,1.6159695079070118,2.2970229768499033
178.0,3.149463571558531,1.4389877912945868,2.2505109994663575
179.0,3.184014153367603,1.6709097812251918,2.2621372243873408
180.0,2.9596459785314364,1.4429687466954437,2.265853790667384
181.0,3.316655557380614,1.7452204011473544,2.355766918510674
182.0,2.951809221641744,1.415377432289045,2.226536889201357
183.0,3.299570726159497,1.4314661687330137,2.3586115949482647
184.0,3.3564997233824414,1.519246601813406,2.3722124971732788
185.0,2.985153815621145,1.6932941851007883,2.3315613953440315
186.0,3.375697311138216,1.7075217653063024,2.4079811982426977
187.0,3.408046703520071,1.5499359056080093,2.4983853182768945
188.0,3.252343433315052,1.6141948191495696,2.46759261672237
189.0,3.03278288475486,1.3467257618370267,2.140423401990601
190.0,3.050489267597661,1.7402506783660412,2.355136298539811
191.0,3.437863139998501,1.3432224036356235,2.3078511353399307
192.0,3.233668300804284,1.6018445022543437,2.2979333939564563
193.0,3.250329514451519,1.5882572440581604,2.378853363653973
194.0,3.0859827738470864,1.7305186933969858,2.3970492678811444
195.0,2.9417469896223483,1.5546130445277828,2.248306853613159
196.0,3.069890660628305,1.9280341474746046,2.3750743672038026
197.0,3.1084180730019155,1.5181532546924492,2.099933766607571
198.0,2.9425056500246938,1.5392646463158002,2.3628523581111125
199.0,2.9722712464216126,1.56502291129407,2.27397071652276
200.0,3.1109703993386892,1.5237970172490893,2.261348470716214
201.0,3.3188917284227086,1.594132695345423,2.2518741869509085
202.0,2.985902085985045,1.4103926780084366,2.1338799666697907
203.0,2.935104529681812,1.6893532078473874,2.2994752925621267
204.0,2.85161667863771,1.4352358526540265,2.22780719771577
205.0,3.284066290461641,1.4520719260484203,2.2539411470575423
206.0,2.9851819290618065,1.665002548399112,2.2700833756641936
207.0,3.506132067432684,1.5917734343318168,2.3405740155065264
208.0,3.0002897440545317,1.5535595506611781,2.295177424305407
209.0,3.091129927472416,1.4589270972431043,2.4885019243246282
210.0,3.1398618159897964,1.386303003878415,2.309492666047455
211.0,2.862065951159942,1.3951351450330876,2.2475658281335074
212.0,3.1472773153659173,1.5011521523991864,2.362358105878461
213.0,2.8164292756513687,1.521493620348595,2.2507492456767206
214.0,3.599171272893739,1.5201870402902502,2.317077560194943
215.0,3.244134451661044,1.6346722830281275,2.466673035097183
216.0,3.0473091011872606,1.5054090249488545,2.3932155473789583
217.0,3.232586794792099,1.622254620116779,2.34764039350599
218.0,2.8926640097922474,1.4689425890034669,2.0470313004324354
219.0,2.9901996114692184,1.4719724813200652,2.1637149354176404
220.0,3.181799334928503,1.5443283850853176,2.358577421662573
221.0,3.3106675747724075,1.6854637010547697,2.350263217062176
222.0,3.1668619463756773,1.6985204204401971,2.3702009249103484
223.0,3.185418290677768,1.5865573517357259,2.395442409841613
224.0,3.3399753834622476,1.4729847832468046,2.3834501898777645
225.0,3.224612628235034,1.3839710791603523,2.409011208090373
226.0,2.795047269363449,1.354114042384435,2.16551668307531
227.0,2.9317870081291986,1.5169320517091607,2.2758222515040702
228.0,3.0437402493988457,1.5961114181309946,2.2697940474211515
229.0,2.7680517207368647,1.3868509578812789,2.2981009872660927
230.0,3.210293224881752,1.5327956514667158,2.3654281822104215
231.0,3.4088866502085,1.7671928533849064,2.4443546292403227
232.0,3.388656818455383,1.4416604580313703,2.3196958881188205
233.0,3.1961310720863834,1.6666496832300175,2.4352199896110585
234.0,3.252642804118159,1.6444151196285084,2.2891669867401396
235.0,3.1064767796956225,1.640057420190591,2.185885386852896
236.0,3.2231936105020513,1.3701435502575552,2.3521065870725235
237.0,3.2940276808835045,1.8049277934164074,2.4687093092214187
238.0,3.2827174220599162,1.5327685086376113,2.510975159027569
239.0,3.2553698853141038,1.6333671248437271,2.336450936834279
240.0,3.194814330722223,1.311463718943588,2.3554058064377026
241.0,3.245663023280969,1.8500232334224564,2.4767545596244753
242.0,3.581007683296984,1.49550870208096,2.3474738682746397
243.0,3.0275148011152115,1.6080567229120941,2.2015562527760157
244.0,3.230401293270538,1.6782810444090785,2.3402908562353906
245.0,3.1659714956343863,1.6776228169309844,2.2095426066123824
246.0,2.791524190730591,1.5482204250453446,2.240016855007414
247.0,3.006945517297269,1.5993034247198619,2.4562202247782534
248.0,2.7644238638478056,1.5095126197896456,2.240255570323724
249.0,3.31259083173483,1.4554613261665708,2.2309596920469295
250.0,3.2771921406939764,1.687422927226663,2.3018411205232705
251.0,2.961421232542364,1.603507967708765,2.255303825323076
252.0,3.1355130169196332,1.2619707074461064,2.3054416663857102
253.0,3.205921273733793,1.4543525678989089,2.297932153018202
254.0,2.7572136679986436,1.4708755209746727,2.1476497859159123
255.0,3.093697595634134,1.6368161265828918,2.3533661521975917
256.0,2.891066069073322,1.3254733823465732,2.152124423284492
257.0,3.0190339264910886,1.526856093350128,2.2625775609998433
258.0,3.0553986094848242,1.312498910086043,2.119215896928397
259.0,3.197029529166687,1.5719955307118023,2.2649369748137693
260.0,3.1793616125515984,1.44122842658407,2.3357152872401366
261.0,3.0826164821325936,1.4669393376274735,2.20250946651006
262.0,3.1237892857310254,1.3046508601177673,2.3243075388955523
263.0,3.087848158754876,1.596368695224615,2.2595971813516167
264.0,2.803264969102905,1.6734322399124408,2.2022712815681826
265.0,3.3742440401380613,1.4935750850912377,2.4259544611002486
266.0,3.2258611845172296,1.5013146202796908,2.378697811065856
267.0,3.3007916512410085,1.625314388673782,2.265230607973776
268.0,3.179228878454126,1.4716503644121666,2.304977986857408
269.0,3.3265768399339377,1.5959649495695438,2.3047234232126623
270.0,3.205242666499287,1.514396562914769,2.3562993946882758
271.0,3.2673980426131233,1.7246711002765218,2.3894980370738876
272.0,3.2180723199109056,1.3317240699233028,2.349217427049284
273.0,2.9022839464313086,1.509364224034102,2.186867222375319
274.0,3.1739822678914966,1.5406359844319129,2.3146222862550037
275.0,3.010223769681365,1.647813579487352,2.1816865154251945
276.0,3.0628299146176015,1.4604980297343053,2.3488016349209566
277.0,2.892860167029144,1.7450776354508157,2.334586167402341
278.0,2.9791530439870106,1.6362360058004641,2.220072448020093
279.0,3.099761363042726,1.7884293814419359,2.364596133869479
280.0,3.1517519483992205,1.6739662140156515,2.3704872092181093
281.0,3.224500833367802,1.5260018700454472,2.3391135202502693
282.0,3.098154958672858,1.399208112257707,2.1978849750934955
283.0,2.9896696567810372,1.4155037632241683,2.3475880533105666
284.0,3.2772613987903036,1.541838258352686,2.215005926585151
285.0,2.826374755832371,1.7397100512860688,2.305064974246071
286.0,2.8663970938801704,1.4077874997509234,2.2505067876645586
287.0,3.206081905011259,1.682712474744067,2.369557444796949
288.0,3.0087226580529243,1.4541437823108068,2.2118134883690614
289.0,3.0628798891455133,1.4673102606785415,2.265271695568455
290.0,2.9313050547555854,1.4627388033753752,2.17275111414551
291.0,3.2151003395666278,1.611702726342729,2.372033920110931
292.0,3.086209442131743,1.3904984663070457,2.3577192482320664
293.0,3.312183005082188,1.5982074113288502,2.2748870528839076
294.0,3.08449178704541,1.6111865172150663,2.324690946381801
295.0,3.1975961000557587,1.5319688627699266,2.2797671702462736
296.0,3.1953512996192632,1.4679407365774395,2.2666039853709825
297.0,3.0697365722959056,1.5249014056493273,2.334034165312029
298.0,2.89118053149966,1.7089856305798958,2.3091925196756287
299.0,3.2490202087074427,1.5438124269535107,2.370717201455452
300.0,2.9865765664724457,1.5554943962033014,2.253581482592544
301.0,2.8654129399133983,1.489533785905183,2.0997268691667044
302.0,3.1734512997453526,1.7899285764669912,2.4026961148038324
303.0,2.819374160851041,1.4192925781077448,2.1737456960150374
304.0,2.8498844591779617,1.3585563035907806,2.1147339376768204
305.0,3.099400917740259,1.5043696494615508,2.3238549477340973
306.0,2.9643525331093397,1.5018849450400045,2.3258235807875502
307.0,3.2379356356297384,1.5032454983637338,2.2475908014917363
308.0,3.0317725291616293,1.7011917761285706,2.209711845052501
309.0,3.3205178589986097,1.5535338448925284,2.416511740614694
310.0,3.2400049423839405,1.7432502276498265,2.340362082883675
311.0,2.9492339481189527,1.5617629792523056,2.243985997105274
312.0,3.2988816071190077,1.551598244799855,2.3750022812446243
313.0,3.371228689452395,1.4043395310503668,2.3456361600270457
314.0,3.4015851757325835,1.3923702218552247,2.312965768157227
315.0,3.070143833332346,1.5027781825947446,2.1924950419320592
316.0,3.16243628637493,1.5776322605892983,2.2088103669433803
317.0,3.1969530142683444,1.6306563016812117,2.400765000160286
318.0,2.957974604674938,1.7333908725627178,2.2964926742684755
319.0,3.2753990687316628,1.4258413641811407,2.3380620042302747
320.0,3.071590089828335,1.4771977425598035,2.2575868788086324
321.0,2.850724606671268,1.4886000084127322,2.1824960882624085
322.0,3.035258994701604,1.8825041332427468,2.5008024797527573
323.0,3.327150157304369,1.6402752458059544,2.318041463384559
324.0,2.958171428136339,1.4376653493239406,2.278192540909959
325.0,3.034812014192447,1.4366380346296543,2.3188292442502774
326.0,3.0349604912940498,1.5724986028134396,2.383914573825032
327.0,3.1602721316825018,1.4422647044304573,2.190788183113088
328.0,3.1982694714962165,1.4245105672533394,2.4898503663864977
329.0,3.1150314025765593,1.8859327112372533,2.3331606198047403
330.0,3.2695655228471745,1.5326149753920653,2.1429517038789205
331.0,3.024110704333257,1.4800012499572013,2.3366817036889658
332.0,3.013674881266728,1.5875117564329229,2.4026007067173034
333.0,3.0599898346875456,1.308534854303726,2.3429187716331827
334.0,2.962087604131306,1.5802784947121218,2.23471901430614
335.0,3.1311622896682825,1.51345441671334,2.3327473554093427
336.0,2.8993190031570983,1.4756638148501195,2.294326782714104
337.0,3.046953562188278,1.7205880480594062,2.4192148634925403
338.0,2.810088671035277,1.5968930536432833,2.0833357681451217
339.0,3.1513933642292895,1.5753894929813221,2.2911980020199563
340.0,2.898724400389603,1.4551262969165348,2.1816875005506327
341.0,3.242140142255786,1.574090843589232,2.381840603100719
342.0,3.308489837275752,1.8270867814916292,2.4914730737563255
343.0,2.8608446357193396,1.4820702579333693,2.017587936030147
344.0,3.5706924470033017,1.6908715087782389,2.369970384912324
345.0,2.9856470402923625,1.5551527851027427,2.1497881784103585
346.0,2.7645527113306385,1.667050182404143,2.2930692276543474
347.0,3.283359104061812,1.5596876392887995,2.266046023453792
348.0,3.048466037165009,1.609166770723018,2.180336634104023
349.0,3.121472007546517,1.6141160186137211,2.260018302540628
350.0,3.22019585292211,1.628830795918965,2.521077373133324
351.0,2.796181193133153,1.4014885720240597,2.181146875810556
352.0,3.1549616535353198,1.5309129460786035,2.314839072719826
353.0,3.0967716142043784,1.6611552026709726,2.3125690659219345
354.0,3.442416195538486,1.497726227066237,2.349772464300173
355.0,3.4066746998174007,1.6797594631659198,2.2843095831928864
356.0,2.9269793798556383,1.4386776785483593,2.231556500765458
357.0,2.9571652501734658,1.5062299734976543,2.17914376070962
358.0,3.1897407584248962,1.5567718029391435,2.2687008128563546
359.0,2.760946249394783,1.7518185975341116,2.2273613461439408
360.0,2.7222830080092337,1.418819876139013,2.1173216120152785
361.0,3.226476044685773,1.6150881644592783,2.361605915083397
362.0,3.258457037747422,1.5118998731985391,2.228589997597752
363.0,2.901545172142996,1.7386492736074175,2.3921165347688307
364.0,3.0495409135352154,1.4991244303825402,2.2770698885095935
365.0,3.2724887683929205,1.408200670047054,2.2027670098844014
366.0,2.7749328020912194,1.4870135497634767,2.104030942290424
367.0,3.3207222001367347,1.5575245796823551,2.33974161264833
368.0,3.282183850324589,1.4118740787984367,2.191101182376989
369.0,3.0284820188706827,1.6205956118824978,2.303832130559487
370.0,3.3804504746678554,1.4603120005382464,2.3732165075028613
371.0,3.12690615693177,1.5906493749043713,2.3897927045729372
372.0,3.006673066949341,1.5515689722946104,2.2656920823930475
373.0,3.0151463262119202,1.4228451112746252,2.1844473288842265
374.0,3.2878697060527644,1.8260884475010852,2.450440150959426
375.0,3.047227105556282,1.5030404905802945,2.161970575168297
376.0,3.4200242145417272,1.676941370039819,2.5324920822842563
377.0,3.082186116049335,1.7586970159578963,2.416903480614797
378.0,2.9544547180434564,1.5056780002081018,2.320640716092452
379.0,3.3407663599121977,1.6953553225123408,2.3475758950132866
380.0,3.1369291356126405,1.4450712260343357,2.2805182692815977
381.0,3.0294638808433536,1.2917972570464311,2.436774325030027
382.0,3.1762460741471457,1.6093207044608973,2.2497118075671674
383.0,3.06605292550409,1.482346604437868,2.2015634055265436
384.0,3.0562658890699255,1.6427686945876574,2.3024470845079845
385.0,3.3178265050006996,1.7478919956919896,2.30110449825265
386.0,3.0809085865716686,1.9617068540637048,2.425890272365975
387.0,2.881673613746378,1.3507162984187637,2.165891379282881
388.0,3.3529532154800124,1.5154481765006613,2.314126235149999
389.0,3.2198103852449376,1.7157976629925833,2.188041360185988
390.0,3.333911146310612,1.5559688635900366,2.4012761394631217
391.0,3.0128154415373047,1.3820855336501914,2.315609792959203
392.0,3.2532177181754354,1.739981584780355,2.4008933917200075
393.0,3.152828666138149,1.5177856460529933,2.3460433657543356
394.0,3.134584301609463,1.4323359904511321,2.3243305824568274
395.0,3.1581662847650316,1.6104196657824832,2.4237164489900964
396.0,2.9531908784814593,1.6463208100333757,2.358833425048542
397.0,2.991621715948226,1.414202435561316,2.1552445176729513
398.0,3.129432281585479,1.319218786362292,2.303037710709385
399.0,3.0725749369981585,1.3348881576779799,2.2658300746893927
400.0,2.7670113057800645,1.576958858091201,2.188999058127865
401.0,3.211189352957386,1.6977114953269759,2.3671342626202097
402.0,3.084999270199484,1.2918967329244837,2.3064956558963745
403.0,3.2393318561122197,1.6191811182643825,2.311481536711624
404.0,2.851069493983176,1.6661482799528362,2.1758353658321083
405.0,3.0727678338339413,1.4982003701562594,2.123796050077113
406.0,3.2208696811561195,1.4806581240193866,2.28875446865023
407.0,2.9602563723809747,1.5756021105606652,2.274732209358068
408.0,2.9433545148641027,1.541105589277268,2.399970835473135
409.0,3.1085949403310424,1.4493172090300823,2.288787952992705
410.0,3.0966264087974222,1.6089976340514167,2.293529581230128
411.0,2.797012410970681,1.4192887144683035,2.2535890736073316
412.0,3.3256095729011954,1.535449905070245,2.1806454314230193
413.0,2.8004876359293074,1.5301710726272166,2.2636276615892292
414.0,3.088876604228058,1.379344492316951,2.20754236457521
415.0,3.15931748999107,1.6308635414664219,2.2862152983154864
416.0,3.1106422180717117,1.6916479065830459,2.4092928548657238
417.0,3.2165481295181695,1.6469215545733606,2.5042029807634463
418.0,2.9832213403860703,1.2324390924040003,2.1818811455226284
419.0,3.2176562182272193,1.8693550967397579,2.5470802810526303
420.0,3.100402307554451,1.5777457508603565,2.2760774113461997
421.0,2.811197615118866,1.5665156071795874,2.1423928501546596
422.0,2.7557385997410093,1.4112713914032184,2.0906506344169133
423.0,3.3156685699562765,1.3717720983750803,2.377468601672828
424.0,3.06153215957689,1.3331894300211768,2.2949712618228086
425.0,3.2723047303996906,1.4453194282984279,2.1765791215355033
426.0,3.408128133129119,1.5474723664313927,2.3093132066136697
427.0,2.9635149927173554,1.5524204152666552,2.3033954394307687
428.0,2.8029270438186527,1.4909394322456564,2.1920231178486853
429.0,2.9567288807283805,1.5174218763826632,2.1798654339294465
430.0,3.0311697723154065,1.7027347362541556,2.4603070419431736
431.0,2.9015274234720163,1.3765426132030003,2.096517653931368
432.0,3.1640513478777232,1.5042124250783637,2.2696167226023776
433.0,3.15829144922296,1.691899252000088,2.1738583929493402
434.0,3.1327284804038786,1.4673138353842403,2.3835669406539712
435.0,2.865086588724444,1.6654373721713465,2.0987364109646
436.0,3.217647326578428,1.6269405955259213,2.392803163390742
437.0,3.0441926544219124,1.526915819557001,2.329313406379309
438.0,3.0552817154525718,1.6569828355506795,2.3482526183460957
439.0,3.2237154982674157,1.463361147498184,2.2210302454940996
440.0,3.2054262408069705,1.6433651520754693,2.30345764970346
441.0,2.989101960419744,1.6379473679346053,2.1921777299771157
442.0,2.9716166258610395,1.5234575319195807,2.290760709324421
443.0,2.7628908597174013,1.4050421295773112,2.2813213549704976
444.0,3.2637333844162613,1.393140425188076,2.3396539170710793
445.0,3.005782276971773,1.4639757356613199,2.353812427634374
446.0,2.8113887710888705,1.3676609200565983,2.1631041023375155
447.0,3.334440873844086,1.4914817539164282,2.3317103522081752
448.0,3.092865480306646,1.5426777625634156,2.1440515594574516
449.0,3.311277055813428,1.4012670607468292,2.3766342605152904
450.0,3.0302396053843728,1.7024451482509928,2.3543056787410728
451.0,3.253179168983069,1.4787919908690002,2.4054900778796022
452.0,3.1328380707341714,1.6485571072110556,2.2539870138897276
453.0,3.02598397511275,1.629533605724742,2.1678665960141066
454.0,2.9867151482371037,1.4415920727051408,2.2344404788663326
455.0,3.0829027923493135,1.4710162919813004,2.3331345564226296
456.0,3.1038662212487798,1.5676068582570195,2.4292689823562754
457.0,2.967865500947418,1.387520142142695,2.3343219181069275
458.0,3.1443759666627913,1.4465629323487739,2.330751327520148
459.0,3.044480855249137,1.401636822110996,2.2047067561251827
460.0,3.0027002262433125,1.5717357050490006,2.336761832556154
461.0,3.0382118113187913,1.5031425617802046,2.2410814171972637
462.0,2.8964616564980585,1.4865372018223202,2.2828427103949833
463.0,2.936614856876358,1.6127475104997964,2.3252531048105776
464.0,3.1906683639583493,1.4231471145513248,2.091022206618468
465.0,3.233759577338476,1.5625151061281495,2.346567614786038
